feature,class_label
"[-0.00018173 -0.00203035 -0.00159577 ... -0.00051546 -0.00076302
 -0.00100784]",stop
"[-0.00081779 -0.0015388  -0.002163   ... -0.00082987 -0.00049604
 -0.00034845]",stop
"[ 0.00010311 -0.0006987  -0.00056814 ... -0.00013966 -0.0001392
 -0.00013843]",stop
"[9.3226168e-05 1.7725083e-04 1.7044789e-04 ... 3.7866055e-05 8.4782478e-05
 1.0893579e-04]",stop
[0.0272575  0.03282541 0.02471644 ... 0.06455481 0.0570827  0.04789304],stop
"[-0.00067871 -0.00137549 -0.000739   ...  0.00023088  0.00042261
  0.00036804]",stop
"[ 7.5889839e-05  1.2506248e-04  1.2549537e-04 ... -3.6601778e-05
 -4.1228512e-05 -3.2731739e-05]",up
[0.00018247 0.00023295 0.00019108 ... 0.00084092 0.00091254 0.00097684],up
"[-2.0333352e-04 -2.1314847e-04 -1.2247390e-04 ...  3.7099813e-05
  5.0282717e-05  5.6612287e-05]",up
[0.00020059 0.00048621 0.00083646 ... 0.00013528 0.00014362 0.00012569],up
"[ 6.2699997e-05  1.9607881e-04  2.0191270e-04 ... -2.1681279e-05
  1.6182174e-05  3.0201649e-05]",up
"[-0.00075185 -0.00082314 -0.00029213 ...  0.00225418  0.00295992
  0.00436163]",up
"[-1.7802842e-05 -1.6093011e-04 -2.3102236e-04 ...  4.4184385e-04
  2.7568545e-04  2.4560667e-04]",up
"[-0.00093292 -0.00147493 -0.00179838 ...  0.00044568  0.00057425
  0.00069758]",up
"[ 0.00104119  0.00136547  0.00097033 ... -0.00123017 -0.00128802
 -0.00127281]",up
"[-1.1204567e-05  2.9040668e-03  1.5456933e-03 ... -3.1373447e-03
 -2.7080299e-03  4.5724597e-04]",up
[0.00019788 0.00224949 0.00602401 ... 0.003025   0.0030515  0.0017318 ],up
"[-9.4211462e-04 -1.6941247e-03 -1.3862241e-03 ...  5.7478759e-05
 -1.3549648e-04 -1.6638663e-04]",up
"[-0.00226178 -0.00323177 -0.00326813 ... -0.00056264 -0.00051452
 -0.00055741]",up
[0.01151416 0.02103036 0.01936179 ... 0.00202318 0.0021492  0.00264709],up
"[-2.7779066e-05 -3.9486615e-05  2.6392947e-05 ...  2.4836767e-05
  1.9668942e-05  3.8635832e-07]",up
"[2.4513720e-05 2.6034817e-05 7.2696639e-05 ... 1.6166347e-05 3.5056084e-05
 3.3278666e-05]",up
"[2.8718707e-05 5.9205675e-05 6.0696791e-05 ... 9.5992669e-05 1.0230962e-04
 9.3128190e-05]",up
"[-2.7227159e-05 -8.5255131e-05 -9.6786898e-05 ...  3.5550624e-06
  2.7223476e-05  1.9169422e-05]",up
"[-7.9605074e-05 -1.4440322e-04 -1.8933495e-04 ... -3.9269988e-04
 -4.7696495e-04 -2.5080069e-04]",up
"[2.4050722e-05 5.4893026e-05 9.2044706e-05 ... 2.1036838e-03 1.4284167e-03
 1.0610656e-04]",up
"[ 7.9100777e-04  1.4554610e-03  1.2024393e-03 ...  1.9813422e-04
  6.2022773e-06 -4.5262053e-04]",up
[0.00689888 0.00953741 0.00892929 ... 0.00184116 0.00145722 0.00079383],up
"[-5.6447541e-05  2.1539818e-04  7.3604973e-04 ...  8.9542544e-04
  3.8696355e-03  5.2431249e-03]",up
[0.00038766 0.00134105 0.0017089  ... 0.00116014 0.00117952 0.00090479],up
"[-2.7289509e-05 -3.8683182e-04 -7.0004107e-04 ... -1.8137418e-04
 -4.0409286e-04 -4.4298856e-04]",up
"[ 1.25430415e-06  1.78134098e-04  2.54991930e-04 ... -2.63274065e-04
 -1.20253535e-04 -2.17164561e-04]",up
"[ 7.4863361e-05  1.0869930e-04  4.9004715e-04 ...  1.8334932e-04
 -8.5198015e-05 -2.1750965e-04]",up
[0.00084357 0.00120158 0.00156653 ... 0.00120855 0.00135786 0.00147211],up
[0.00011315 0.00019095 0.00013192 ... 0.00014801 0.00017709 0.00025269],up
"[-1.1982292e-04 -3.1596099e-04 -2.8351624e-04 ... -1.6597999e-04
 -9.5369687e-05 -5.0652707e-05]",up
"[-0.00045199 -0.00218961 -0.00427822 ...  0.03177914  0.03564861
  0.03849962]",up
"[ 0.000614    0.00312093  0.00477038 ... -0.00222382 -0.0014168
 -0.00095517]",up
[0.0013668  0.00126606 0.00013704 ... 0.00289079 0.0024081  0.00208986],up
"[-0.00218688 -0.0117895  -0.01734073 ... -0.00144424 -0.00211892
 -0.00243045]",up
"[ 0.0004378  -0.00487125 -0.00867581 ...  0.00264833  0.00142913
 -0.00010624]",up
"[-0.0006154  -0.00107746 -0.00120158 ... -0.000714   -0.00073142
 -0.00077378]",up
"[-0.00416117 -0.00766368 -0.00654722 ... -0.00466129 -0.0047797
 -0.00495328]",up
"[-0.00036977 -0.00050796 -0.00053156 ...  0.00030696  0.00035267
  0.00034714]",up
"[-0.00172003 -0.00175598 -0.00125861 ... -0.00113095 -0.00151135
 -0.00138777]",up
"[ 0.00322271  0.0062995   0.00593752 ... -0.00138135 -0.00131486
 -0.00131382]",up
"[ 6.9154506e-05  1.0600692e-05 -3.5555626e-04 ... -1.8885685e-02
 -2.5658382e-02 -3.0368274e-02]",up
"[-0.00408832 -0.00823587 -0.00868909 ...  0.00296067  0.00320904
  0.00296281]",up
"[-0.00208182 -0.00252574 -0.0020404  ...  0.00138337  0.0019999
  0.003479  ]",up
"[ 0.00026797 -0.00027497 -0.00124917 ... -0.00023032 -0.00019873
 -0.00010274]",up
"[ 6.5191773e-07 -1.2926276e-06 -9.5676057e-08 ... -4.7610083e-06
 -1.6598966e-05 -2.4388166e-05]",up
"[-1.8491654e-06 -3.2614621e-06  2.5736683e-05 ...  2.0874313e-05
  1.4230888e-05  2.2305558e-05]",up
"[ 2.0606957e-02  4.5863822e-02  4.1902129e-02 ... -2.8725241e-03
 -1.9782893e-03 -9.5643401e-05]",up
"[-4.1920921e-06 -3.4887198e-05  1.3614317e-05 ... -1.8651004e-05
 -1.4710811e-05  7.1000527e-06]",up
"[-3.5178487e-06 -1.3648673e-08  3.4935906e-06 ... -7.0830492e-07
  2.5314384e-05  1.5039854e-05]",up
[0.01032628 0.01621342 0.01687086 ... 0.00336909 0.00355067 0.00355441],up
"[-0.00467049 -0.00923446 -0.00912177 ... -0.0069448  -0.00609052
 -0.00555892]",up
"[ 0.00936504  0.00767951 -0.00156805 ...  0.02192299  0.02120874
  0.02154485]",up
"[-0.00038029 -0.00108418 -0.0017023  ... -0.00083212 -0.0011404
 -0.00108336]",up
"[ 5.9970262e-05  1.6578761e-04  2.2569491e-04 ... -7.0785359e-04
 -6.9704751e-04 -6.8703748e-04]",up
"[ 6.7876751e-04  1.0151956e-03  1.0217009e-03 ...  2.0484200e-04
  1.7514919e-04 -2.8226972e-05]",up
"[ 0.00053683  0.00069104  0.00064634 ... -0.00055173 -0.0002849
  0.00037849]",up
"[-0.00043544 -0.00073033 -0.00073654 ...  0.00033728  0.00015684
 -0.00021729]",up
"[-0.00238059 -0.00559582 -0.00583812 ... -0.000617   -0.00185679
 -0.00202952]",up
"[-0.00043544 -0.00073033 -0.00073654 ...  0.00033728  0.00015684
 -0.00021729]",up
"[ 0.0010679   0.00136738  0.00095801 ... -0.00285509 -0.00227519
 -0.00201769]",up
[0.00733138 0.01093172 0.01128089 ... 0.00337782 0.002801   0.00280018],up
"[ 7.7143559e-05  1.2435451e-04  1.1759474e-04 ... -1.2143472e-05
 -5.0866606e-06  1.0890339e-05]",up
[0.00374581 0.00748872 0.0081102  ... 0.00458809 0.00334792 0.00281786],up
"[ 0.00040332 -0.00105838  0.00044371 ...  0.00520103  0.00323942
 -0.00010315]",up
"[ 0.00145177 -0.00754094 -0.00323107 ... -0.00806282 -0.00332074
 -0.00183554]",up
"[-2.7587266e-05  9.4157591e-04 -3.3992287e-03 ...  7.1600531e-03
  4.1453168e-03  3.3769233e-03]",up
"[ 0.0029245  -0.01924599 -0.03469393 ...  0.00109686  0.01851885
  0.0184368 ]",up
"[-0.00071137 -0.00114544 -0.00102506 ...  0.00270428  0.00290391
  0.00275868]",up
"[-0.00096325 -0.00248628 -0.00200845 ...  0.0024751   0.00117971
 -0.00021098]",up
"[ 0.00075482  0.00158021  0.00138112 ... -0.00095352 -0.00104856
 -0.00086185]",up
"[-2.0435228e-04  7.2871870e-04  1.8736084e-03 ... -1.9302419e-04
  1.2704679e-04 -1.4336400e-05]",up
"[-0.00129262 -0.00225171 -0.00274771 ... -0.00083356 -0.00079625
 -0.00068481]",up
"[-2.9971914e-05 -9.5874269e-04 -1.1578314e-03 ...  6.8699388e-04
  1.0210242e-03  1.3130530e-03]",up
[0.00154846 0.00281344 0.00179278 ... 0.0014401  0.00128628 0.00100908],up
"[ 1.9315147e-04  1.0499265e-03  5.3821335e-05 ... -3.5636316e-04
 -8.8675122e-04 -1.1767920e-03]",up
"[ 0.00277321  0.00201675  0.00157932 ... -0.00096495 -0.00154909
 -0.00223005]",up
"[ 0.0002346   0.00032548  0.00028543 ... -0.00150349 -0.0017553
 -0.00194118]",up
"[ 6.1380171e-04  4.3902232e-04  2.4108698e-04 ... -1.4938526e-05
 -1.9490946e-04 -2.0810054e-04]",up
"[ 0.00020257  0.0005038   0.00058364 ... -0.00070063 -0.00080145
 -0.00072115]",up
"[ 3.7721323e-04 -1.9193247e-03 -4.3737162e-03 ... -2.0475774e-05
 -1.4411706e-04 -8.9587230e-04]",up
"[ 1.1178622e-04  1.7060040e-04  5.4133885e-05 ... -2.8492808e-03
 -2.5121390e-03 -2.1759574e-03]",up
[0.0005418  0.00194417 0.00269551 ... 0.00034743 0.00097937 0.00178362],up
[0.0011911  0.00163162 0.00235676 ... 0.00102737 0.00101135 0.0010723 ],up
"[-1.13343376e-04  7.97925168e-05 -1.27920910e-04 ...  3.40255829e-05
  3.18272687e-05  1.60829932e-05]",up
[0.00099981 0.00211383 0.00220396 ... 0.00064775 0.00045106 0.00029624],up
"[ 1.2594844e-04  6.3325664e-05 -3.6765699e-04 ... -2.3844599e-04
 -1.5655086e-04 -9.2429182e-05]",up
"[-0.00082705 -0.00118692 -0.00077776 ...  0.0004591   0.00050589
  0.00066068]",up
"[4.3528940e-05 5.7504032e-05 5.3616888e-05 ... 1.2050141e-03 1.1502596e-03
 1.1081854e-03]",up
[0.00016075 0.00030875 0.00052611 ... 0.00036431 0.0003978  0.00034765],up
"[-0.00711191 -0.02414311 -0.02637828 ... -0.00534749 -0.003115
 -0.0039945 ]",up
"[-2.3222226e-05  7.7618803e-05  2.8054707e-04 ... -1.9112363e-04
 -2.1436499e-04 -2.3978337e-04]",up
[0.01154357 0.01503012 0.01149208 ... 0.01308109 0.01157346 0.01089545],up
"[-0.00021835 -0.00041736 -0.00040207 ... -0.0001436  -0.00016616
 -0.00014755]",up
"[ 0.00406725  0.00455217  0.00281471 ... -0.00177579 -0.00390461
 -0.0042051 ]",up
"[ 0.00053789 -0.00316633 -0.00204941 ...  0.0006433  -0.00010851
  0.00084243]",up
"[-7.7780584e-05 -9.4885865e-05 -1.2182601e-04 ... -2.6050411e-04
 -2.9865876e-04 -2.4735823e-04]",up
"[-4.0184683e-04  1.1003045e-02  1.6498460e-02 ...  1.6296197e-03
  9.3363167e-04  3.4954977e-05]",up
"[-0.00482133 -0.00902121 -0.00783552 ... -0.00351355 -0.00320885
 -0.00234085]",up
"[-0.00225398 -0.00304672 -0.00291467 ... -0.00290274 -0.00317707
 -0.00345896]",up
[0.00036427 0.00052135 0.00057621 ... 0.00030359 0.0002885  0.00026781],up
"[-0.00016413  0.00048013  0.00099765 ...  0.00070369  0.00071809
  0.00087851]",up
"[-9.5156429e-05 -2.1698877e-04 -1.0719002e-04 ...  3.3096941e-05
  7.8971505e-05  6.7301240e-05]",up
"[-0.00341906 -0.00445961 -0.00313374 ...  0.04377827  0.04515821
  0.04426165]",up
"[-0.00148652 -0.00211085 -0.00225346 ... -0.00870452 -0.00884557
 -0.00889739]",up
"[-5.2631462e-06 -1.1885161e-04 -2.7546275e-04 ... -2.0773550e-05
 -1.2103080e-05 -1.7816039e-05]",up
"[-0.00020831 -0.00030593 -0.0003523  ...  0.00013492  0.00015367
  0.00018228]",up
"[-3.7003760e-04 -4.1512761e-04 -3.8764218e-04 ...  2.8429746e-05
  8.8353045e-05  1.3234314e-04]",up
[0.00150434 0.0027047  0.00226068 ... 0.00071959 0.00072041 0.00075973],up
"[ 7.5912722e-05  1.3773279e-04  2.4578648e-04 ...  1.5621654e-04
 -3.3026893e-04 -6.3456572e-04]",up
"[ 0.0006246   0.00108656  0.00115335 ... -0.00094431 -0.0009056
 -0.00084828]",up
"[ 0.00603673  0.00735415  0.00501052 ... -0.00666605 -0.00765057
 -0.00662304]",up
"[-0.00352101 -0.00704262 -0.007301   ...  0.00619322  0.00619791
  0.00642448]",up
"[-5.7364134e-05 -6.9357979e-05 -3.0433279e-05 ...  3.0720585e-05
  4.3746921e-05  1.9972815e-05]",up
"[-0.10414995 -0.18256083 -0.16549404 ... -0.12252705 -0.13412324
 -0.14144318]",up
[0.00160455 0.00336048 0.00419998 ... 0.00212218 0.00282565 0.00350795],up
[0.0005789  0.00103452 0.00153253 ... 0.00102769 0.0004124  0.00012561],up
"[-0.0054076  -0.00745049 -0.00703761 ... -0.00239861 -0.00212957
 -0.00217684]",up
"[-0.00225282 -0.00295901 -0.00263291 ... -0.00038091 -0.000335
 -0.00031541]",up
"[-5.5385707e-04 -7.3495059e-04 -7.5032189e-04 ... -1.2227031e-04
 -7.2643117e-05 -4.0625957e-05]",up
"[ 3.9240373e-03  8.1064906e-03  9.1545265e-03 ... -2.6002203e-03
 -1.5087231e-03  5.5110733e-05]",up
"[-2.4278613e-04 -3.5528321e-04 -3.1988299e-04 ...  2.1826920e-04
 -4.0375679e-05 -1.8592426e-04]",up
"[-2.6427428e-05 -5.8991427e-05 -6.2916050e-05 ... -1.8557699e-05
  7.7369316e-07  4.0899232e-07]",up
"[-0.00269695 -0.00386344 -0.0130129  ...  0.00286928  0.00117562
  0.00328116]",up
"[ 0.00792231  0.00343329  0.00344392 ... -0.01299996 -0.01040076
 -0.01048197]",up
"[-1.3370364e-04 -1.9082264e-04 -1.6267414e-04 ...  4.7656627e-05
  5.4998698e-05  5.8388236e-05]",up
"[-0.00623439 -0.00810295 -0.0068027  ... -0.00090745 -0.00106891
 -0.00079981]",up
[0.0124586  0.02020205 0.02001825 ... 0.01276826 0.01521985 0.01652088],up
"[ 8.1136837e-05  1.4595718e-04  1.6775566e-04 ... -3.8801365e-05
 -3.6168753e-05 -2.8563378e-05]",up
"[-5.4176380e-05 -3.9007684e-04 -3.8354628e-05 ...  1.5113167e-04
  1.3051294e-04  1.6417021e-04]",up
"[-4.7617730e-05  5.0544820e-04  5.8856211e-04 ...  4.9064071e-03
  5.2955085e-03  5.3414786e-03]",up
"[1.3295838e-04 1.8813026e-04 1.6983939e-04 ... 4.3427204e-05 5.5863286e-05
 1.0769688e-05]",up
[0.00260016 0.00357241 0.0034761  ... 0.00184462 0.00180463 0.00167131],up
[0.00892673 0.01292415 0.01502276 ... 0.00416991 0.00437532 0.00413235],up
"[-5.9433874e-05 -1.1873068e-04 -9.2446520e-05 ...  7.9593692e-06
  5.5300625e-06  2.1582986e-05]",up
"[2.88947376e-06 7.33517518e-05 1.00922975e-04 ... 3.99938035e-05
 4.45884107e-05 6.62928942e-05]",up
"[ 1.21273729e-07  1.83584089e-05  1.05970932e-04 ... -1.17317635e-04
 -1.35488663e-04 -1.45151862e-04]",up
[0.00136439 0.00245928 0.00297661 ... 0.00159811 0.00162066 0.00157399],up
"[ 1.3223829e-04  4.2934460e-04  8.0476707e-04 ... -2.8516952e-05
 -7.5107797e-05 -1.2959132e-04]",up
"[-2.8694855e-04 -4.7499526e-04 -4.1614089e-04 ...  4.9722657e-06
  3.4525563e-06 -3.4800680e-06]",up
"[-0.00126044 -0.00332574 -0.00361675 ...  0.00257564  0.00224246
  0.00202389]",up
"[ 0.00171056  0.00306915  0.00276933 ... -0.00569071 -0.00555325
 -0.00547846]",up
"[1.09053784e-04 1.59872914e-04 1.23467194e-04 ... 1.22398269e-04
 9.72578855e-05 1.02364596e-04]",up
"[-1.6353967e-13  9.4899661e-14  3.5740104e-13 ...  3.9740418e-05
  5.5449371e-05  9.9275130e-05]",up
"[-1.4435881e-07 -1.2052634e-07 -1.1425256e-07 ... -7.0280215e-04
 -6.9970748e-04 -7.3253980e-04]",up
"[-1.6614227e-04 -3.3084693e-04 -2.9373798e-04 ... -6.1621664e-05
 -5.5134515e-05 -4.2733474e-05]",up
"[-0.00049275 -0.00173034 -0.00297774 ... -0.00138817 -0.0012818
 -0.00122987]",up
"[1.3685396e-07 2.7972442e-06 1.7291081e-06 ... 6.8736563e-06 6.2533686e-06
 3.3304427e-06]",up
"[-0.00232869 -0.00300439 -0.003104   ... -0.00262145 -0.00250508
 -0.00232067]",up
[0.01199905 0.02314522 0.02131207 ... 0.00884577 0.00884503 0.00916228],up
"[-3.4524204e-05 -1.8640686e-04 -2.4442532e-04 ... -2.1907948e-04
 -1.8211357e-04 -1.5692726e-04]",up
[0.00011556 0.00030962 0.00034139 ... 0.00049861 0.00047508 0.00045402],up
"[-3.1536358e-04 -4.7287048e-04 -4.9590075e-04 ... -7.4131829e-05
 -9.7296375e-05 -9.4737487e-05]",up
"[-0.00020963 -0.00051413 -0.0003643  ...  0.00043563  0.00047551
  0.00049085]",up
"[ 0.00034504  0.00052055  0.00063062 ... -0.00049254 -0.0004408
 -0.00038998]",up
[0.00017227 0.00038789 0.00031975 ... 0.00013897 0.0001826  0.00021537],up
[0.02101851 0.03927132 0.03633261 ... 0.017609   0.01789233 0.01714646],up
"[-8.4741740e-05 -2.8166128e-04  4.9145892e-06 ... -2.4294117e-05
 -1.5285952e-05 -1.8180710e-05]",up
[0.00536759 0.00951964 0.00876084 ... 0.00317504 0.00243374 0.00187512],up
"[-7.4102885e-05 -9.5113253e-05 -1.0867427e-04 ... -5.0644721e-05
 -5.6217468e-05 -4.2632451e-05]",up
"[-1.8444331e-05  2.1390959e-05  4.5383313e-05 ... -3.3866487e-05
 -5.0958191e-05 -3.6438938e-05]",up
"[3.2282546e-06 7.5607459e-05 1.0549293e-04 ... 7.2459426e-07 1.7264232e-05
 2.3504805e-05]",up
"[ 3.0798044e-05  6.2251573e-05  3.6669393e-05 ... -1.9632678e-05
 -5.1183906e-07  6.2017334e-06]",up
"[-7.3516918e-07 -1.0496460e-06  4.6553901e-06 ... -2.0719750e-05
 -2.5392923e-05 -2.1311032e-05]",up
"[ 2.7426727e-06 -7.9499165e-05 -6.5776629e-05 ...  3.8771239e-05
  6.1064260e-05  9.4892843e-05]",up
"[-0.0007524  -0.00078449  0.0006208  ...  0.00016579  0.00012411
  0.00015717]",up
"[2.1545554e-04 3.3814181e-04 3.5236933e-04 ... 2.3584694e-06 3.0154095e-05
 5.4764758e-05]",up
"[5.6171764e-05 1.2139560e-04 8.3312887e-05 ... 3.5770668e-04 3.6042198e-04
 3.4599783e-04]",up
"[-1.11944086e-04 -2.38069566e-04 -2.22625997e-04 ... -3.58992220e-05
 -7.65405057e-05 -5.78035215e-05]",up
"[ 5.1404604e-05 -7.9876179e-04 -6.5795402e-04 ... -1.0852270e-05
 -1.6755788e-04 -4.3193832e-05]",up
"[ 0.00486531  0.00656167  0.00601579 ... -0.00089713 -0.00061717
 -0.00055389]",up
"[5.58704887e-05 9.51730399e-05 6.38145575e-05 ... 8.60966684e-05
 1.00987309e-04 1.04903396e-04]",up
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.9867693e-05
 -1.9980122e-05 -9.1447901e-06]",up
"[-4.8151496e-06 -1.5876742e-04 -3.2917660e-04 ... -1.2391702e-04
  3.8648668e-06  1.0176693e-04]",up
"[ 1.0753096e-03  1.4078671e-03  1.3029019e-03 ...  3.5077435e-04
  1.2922501e-04 -2.6395901e-05]",up
"[-0.002003   -0.00472532 -0.00561155 ... -0.00617809 -0.00592816
 -0.00570232]",up
"[-0.00022634 -0.00050111 -0.00045674 ... -0.00188674 -0.00168423
 -0.00147222]",up
"[ 1.2530157e-04  6.8448535e-05 -4.4353283e-06 ... -1.3133143e-04
 -9.1993883e-05  1.2755626e-05]",up
"[-1.06733161e-04 -1.07741864e-04 -9.33526608e-05 ... -4.46721853e-04
 -4.52504260e-04 -4.80703311e-04]",up
"[ 9.8069652e-04  1.3120807e-03  1.1490228e-03 ... -1.0606248e-04
 -5.9501475e-05 -5.4642554e-05]",up
[0.00962468 0.01564187 0.01084862 ... 0.00054255 0.00065288 0.0005414 ],up
[0.00033347 0.00062528 0.00063015 ... 0.00041809 0.00037607 0.00039284],up
"[ 0.00309042  0.00444066  0.00419213 ... -0.0032268  -0.00336213
 -0.00353245]",up
[0.00442228 0.00590977 0.00536582 ... 0.00087233 0.00094249 0.00108561],up
"[3.6872204e-06 9.3838142e-05 1.9890376e-04 ... 2.3309322e-04 2.1400965e-04
 1.4260728e-04]",up
"[-0.00078555 -0.00179347 -0.00209902 ...  0.00011579  0.00079349
  0.00121699]",up
"[-2.4253395e-03 -5.7924408e-03 -8.2142586e-03 ...  8.4617888e-05
  9.5958734e-04  1.3301072e-03]",up
"[-0.00068316 -0.0008252  -0.00059047 ...  0.00070277  0.00035618
  0.00018103]",up
[0.00020886 0.00055162 0.0008463  ... 0.00429694 0.00399321 0.00336327],up
"[-3.0206991e-05 -5.3509598e-04 -7.0280075e-04 ...  2.0921975e-04
  4.6757920e-04  6.5610517e-04]",up
"[-0.00639619 -0.01117091 -0.0092965  ... -0.00254971 -0.00228938
 -0.00222915]",up
"[-0.00171966 -0.0038433  -0.00473537 ... -0.01123286 -0.01354638
 -0.01523444]",up
"[ 0.00018057 -0.00024937 -0.00105725 ...  0.00255213  0.00270411
  0.00295957]",up
"[ 0.00036354  0.00055497  0.00058293 ... -0.00013418 -0.00010681
 -0.0001001 ]",up
"[-0.00173036 -0.00231372 -0.00225015 ...  0.00168038  0.00180581
  0.00142117]",up
"[ 0.00147198  0.00338238  0.00483814 ... -0.00029832 -0.00032373
 -0.00036694]",up
"[-0.00284284 -0.00476523 -0.00432516 ... -0.07480423 -0.07514967
 -0.07442384]",up
"[-0.00429251 -0.00793188 -0.00643476 ...  0.00170996 -0.00036354
 -0.00359403]",up
"[ 0.00418059  0.01999848  0.05156068 ... -0.00324591  0.00166781
  0.00398762]",up
"[-2.0397356e-04 -4.5482349e-05  8.6297063e-05 ...  1.3026968e-04
  1.2053193e-04 -3.2236163e-05]",up
"[ 7.8356294e-05  9.9160177e-05  8.3241146e-05 ... -8.1670127e-04
 -8.4149517e-04 -8.5178739e-04]",up
"[-1.6039336e-07  1.4839614e-08  1.1434099e-07 ...  1.3039855e-03
  1.9784954e-03  2.7564536e-03]",up
"[-0.00015482 -0.00029121 -0.0005872  ...  0.00042482  0.00044408
  0.00037028]",up
"[-0.00634342 -0.01147787 -0.01029638 ... -0.00027122 -0.0002198
 -0.0001881 ]",up
"[-0.00218591 -0.00275821 -0.002487   ... -0.00024631 -0.00021356
 -0.00021844]",up
[0.00388047 0.00990321 0.01074816 ... 0.00826056 0.0073654  0.00674838],up
"[-1.2782872e-05 -5.3142651e-04 -1.4025915e-03 ...  4.2664260e-03
  3.9614509e-03  4.0344833e-03]",up
"[ 0.01116938  0.02263393  0.02100382 ... -0.00656117 -0.0068687
 -0.00793814]",up
"[-1.9277255e-04 -2.8752836e-03 -3.3898028e-03 ...  9.3150571e-05
  1.5743276e-04 -6.3455569e-05]",up
"[ 3.5915413e-04 -3.3320297e-04 -1.4826264e-03 ...  5.3994925e-05
  5.7071610e-04  2.5999337e-04]",up
"[-0.00107116 -0.00160213 -0.00155281 ... -0.00253595 -0.00238697
 -0.00230716]",up
"[-9.3629322e-05  3.2719330e-05  4.1658434e-04 ... -1.1725742e-02
 -1.1360409e-02 -1.0963539e-02]",up
"[-4.4585374e-04 -7.9632632e-04 -6.7518448e-04 ...  6.4775901e-05
  1.3987640e-04  1.3924581e-04]",up
"[-2.5737447e-07 -1.3890443e-07  1.8559064e-07 ...  5.9457266e-06
  5.5042915e-06 -2.0563459e-06]",up
"[ 3.2279489e-04  3.6091951e-04  2.2492655e-04 ... -6.1006464e-05
 -1.5783693e-05 -5.7348749e-05]",up
"[-0.00511623 -0.00596502 -0.0042372  ...  0.00412058  0.00430507
  0.00419335]",up
"[-0.00024586 -0.00115566 -0.00131527 ... -0.0013711  -0.00114935
 -0.00120979]",up
"[-0.00182531 -0.00422263 -0.00492527 ... -0.00205302 -0.00222385
 -0.00281651]",up
"[-0.00274304 -0.00229641  0.00096767 ...  0.00097676  0.00110211
  0.00015171]",up
[0.00031508 0.00036188 0.00015649 ... 0.00044673 0.00040056 0.00036002],up
"[ 1.8318244e-05 -6.1845902e-05  1.8838230e-04 ... -2.4417188e-04
 -4.2314580e-04 -3.8685190e-04]",up
"[-0.00027406 -0.00050407 -0.00064049 ... -0.00068905 -0.00073068
 -0.00074039]",up
"[-9.9030717e-07 -2.4339482e-05 -3.5998375e-05 ... -3.6019082e-05
 -2.8563913e-05 -6.1855853e-06]",up
[0.00567539 0.00777511 0.00728028 ... 0.02061762 0.02029075 0.01976867],up
"[-7.9781290e-05 -1.6758281e-04 -2.3457783e-04 ... -1.3750259e-04
 -2.2634133e-04 -2.1016719e-04]",up
"[ 0.00258602  0.00526341  0.00459751 ... -0.00510649 -0.00488166
 -0.00666284]",up
[0.00129001 0.00222466 0.00198557 ... 0.00125915 0.00080618 0.00052641],up
"[-7.4154494e-05 -7.8242656e-04 -7.7535119e-04 ... -8.5581873e-05
 -1.5399401e-04 -4.5639859e-04]",up
"[-2.5839318e-04 -4.8294314e-04 -2.0110729e-04 ... -5.2272680e-04
  2.8688066e-05  2.0828670e-04]",up
[0.01477518 0.03977421 0.01523792 ... 0.03423935 0.03270746 0.02727519],up
"[ 2.5282336e-05  7.6370152e-06 -8.0015279e-06 ... -2.4002644e-05
 -3.7126654e-06  3.6432608e-05]",up
"[-0.00146544 -0.00298401 -0.00342096 ... -0.00234437 -0.00247928
 -0.00275429]",up
"[-0.00028163 -0.00047001 -0.00037168 ...  0.00013743  0.00011083
  0.00013173]",up
"[-0.01777512 -0.03259741 -0.0292874  ...  0.00036164  0.00100474
  0.0017369 ]",up
"[ 0.00372234  0.00648856  0.00461562 ... -0.00020296  0.00013636
  0.00056051]",up
"[-5.1971995e-08 -7.6311135e-09  2.2235437e-08 ... -1.7555427e-06
 -2.7200992e-06 -1.2946959e-06]",up
"[-0.00032792 -0.00254653 -0.00148119 ... -0.002936   -0.00083376
 -0.00100773]",up
"[ 4.9259872e-09 -8.2349860e-09  5.9202591e-08 ... -2.0774423e-06
 -2.4863698e-06 -1.4056717e-06]",up
"[-0.0032829  -0.00403922 -0.00336878 ... -0.00461377 -0.0053425
 -0.00464157]",up
[0.00386604 0.00350213 0.00430452 ... 0.00338967 0.00243037 0.00121603],up
"[-0.00438584 -0.00610179 -0.00451659 ... -0.00481591  0.03558211
  0.04754603]",up
[0.00677218 0.00954365 0.01020687 ... 0.01502495 0.01531824 0.01468825],up
"[-0.03615507 -0.04610378 -0.03884324 ...  0.00183104  0.00101532
  0.00077423]",up
"[ 0.00015781 -0.00281592 -0.00215078 ... -0.00096034 -0.00102864
 -0.00123668]",up
"[ 0.00011115 -0.00236197  0.00101108 ... -0.00269119 -0.00369405
 -0.00399675]",up
"[-0.00252487 -0.00546907 -0.00453295 ...  0.00027903  0.00194245
 -0.00078234]",up
"[ 0.00565831  0.00745232  0.00725268 ... -0.00273567 -0.00473878
 -0.00411451]",up
"[-6.9946555e-07  2.6054433e-05  3.5281228e-05 ...  1.3581329e-04
 -2.0406336e-05 -5.6636687e-05]",up
